Price,Date,Adj Close,Close,High,Low,Open,Volume
0,2019-12-10,5.327167987823486,5.3495001792907715,5.401500225067139,5.281499862670898,5.334499835968018,256388000
1,2019-12-11,5.410815715789795,5.433499813079834,5.439000129699707,5.357500076293945,5.360000133514404,233796000
2,2019-12-12,5.57836389541626,5.601749897003174,5.619999885559082,5.395500183105469,5.4045000076293945,404348000
3,2019-12-13,5.57637357711792,5.59975004196167,5.7245001792907715,5.545499801635742,5.604750156402588,454704000
4,2019-12-16,5.605251789093018,5.628749847412109,5.701499938964844,5.6192498207092285,5.647500038146973,320976000
5,2019-12-17,5.6834235191345215,5.707250118255615,5.730000019073486,5.638000011444092,5.647500038146973,321196000
6,2019-12-18,5.713795185089111,5.737750053405762,5.798500061035156,5.733749866485596,5.742249965667725,343548000
7,2019-12-19,5.86192512512207,5.886499881744385,5.900000095367432,5.767499923706055,5.772500038146973,445360000
8,2019-12-20,5.9592671394348145,5.984250068664551,6.009749889373779,5.934000015258789,5.953249931335449,603044000
9,2019-12-23,5.945573806762695,5.9704999923706055,6.045249938964844,5.959750175476074,6.013000011444092,355060000
10,2019-12-24,5.940595626831055,5.9654998779296875,5.982749938964844,5.920499801635742,5.954999923706055,138864000
11,2019-12-26,5.9547858238220215,5.979750156402588,6.007999897003174,5.949999809265137,5.968999862670898,182852000
12,2019-12-27,5.89702844619751,5.921750068664551,6.008500099182129,5.895249843597412,5.994999885559082,254644000
13,2019-12-30,5.783752918243408,5.808000087738037,5.90500020980835,5.776500225067139,5.899750232696533,258056000
14,2019-12-31,5.8579421043396,5.882500171661377,5.892000198364258,5.7532501220703125,5.772500038146973,231004000
15,2020-01-02,5.972710609436035,5.9977498054504395,5.9977498054504395,5.918000221252441,5.96875,237536000
16,2020-01-03,5.877113342285156,5.901750087738037,5.9457502365112305,5.852499961853027,5.877500057220459,205384000
17,2020-01-06,5.901758193969727,5.926499843597412,5.9317498207092285,5.781750202178955,5.808000087738037,262636000
18,2020-01-07,5.973207950592041,5.9982500076293945,6.044250011444092,5.909749984741211,5.954999923706055,314856000
19,2020-01-08,5.984410762786865,6.009500026702881,6.051000118255615,5.953750133514404,5.99399995803833,277108000
20,2020-01-09,6.050135612487793,6.075500011444092,6.148250102996826,6.021500110626221,6.096250057220459,255112000
21,2020-01-10,6.08250093460083,6.107999801635742,6.213749885559082,6.09375,6.1832499504089355,316296000
22,2020-01-13,6.2732014656066895,6.299499988555908,6.324749946594238,6.168749809265137,6.191500186920166,319840000
23,2020-01-14,6.156190872192383,6.182000160217285,6.2820000648498535,6.168749809265137,6.256499767303467,359088000
24,2020-01-15,6.113619804382324,6.139249801635742,6.217249870300293,6.113249778747559,6.19474983215332,263104000
25,2020-01-16,6.197267532348633,6.223249912261963,6.229249954223633,6.16949987411499,6.192999839782715,284192000
