Price,Date,Adj Close,Close,High,Low,Open,Volume
0,2019-12-10,208.52999877929688,208.52999877929688,209.6699981689453,207.67999267578125,208.1999969482422,141000
1,2019-12-11,207.83999633789062,207.83999633789062,209.82000732421875,205.77999877929688,209.82000732421875,185400
2,2019-12-12,206.74000549316406,206.74000549316406,207.80999755859375,204.2899932861328,206.67999267578125,227000
3,2019-12-13,210.02000427246094,210.02000427246094,210.61000061035156,206.58999633789062,206.88999938964844,243900
4,2019-12-16,212.1999969482422,212.1999969482422,213.49000549316406,211.0500030517578,211.1999969482422,165100
5,2019-12-17,209.22000122070312,209.22000122070312,212.1999969482422,208.47000122070312,212.1999969482422,247200
6,2019-12-18,209.32000732421875,209.32000732421875,211.25999450683594,209.0500030517578,210.1300048828125,171700
7,2019-12-19,211.1699981689453,211.1699981689453,211.27999877929688,208.5500030517578,209.0,241000
8,2019-12-20,211.89999389648438,211.89999389648438,213.11000061035156,210.72999572753906,212.85000610351562,299300
9,2019-12-23,211.3000030517578,211.3000030517578,213.17999267578125,210.14999389648438,212.99000549316406,161000
10,2019-12-24,211.66000366210938,211.66000366210938,212.25999450683594,209.32000732421875,211.27999877929688,98400
11,2019-12-26,215.86000061035156,215.86000061035156,215.89999389648438,212.1999969482422,212.39999389648438,217200
12,2019-12-27,214.38999938964844,214.38999938964844,217.0,213.8300018310547,216.92999267578125,141000
13,2019-12-30,210.50999450683594,210.50999450683594,214.0,209.36000061035156,214.0,141600
14,2019-12-31,212.16000366210938,212.16000366210938,213.17999267578125,209.64999389648438,209.64999389648438,153000
15,2020-01-02,216.30999755859375,216.30999755859375,216.42999267578125,213.3800048828125,214.1199951171875,229600
16,2020-01-03,217.39999389648438,217.39999389648438,217.75999450683594,212.94000244140625,213.6999969482422,216500
17,2020-01-06,214.1999969482422,214.1999969482422,215.0,212.0,214.38999938964844,497300
18,2020-01-07,215.61000061035156,215.61000061035156,216.82000732421875,212.6999969482422,214.10000610351562,159600
19,2020-01-08,221.3800048828125,221.3800048828125,221.6999969482422,214.30999755859375,215.38999938964844,333900
20,2020-01-09,223.2899932861328,223.2899932861328,224.22000122070312,221.24000549316406,222.97999572753906,183500
21,2020-01-10,223.0800018310547,223.0800018310547,224.7100067138672,222.41000366210938,223.82000732421875,214400
22,2020-01-13,228.55999755859375,228.55999755859375,229.1300048828125,224.5800018310547,225.0399932861328,186600
23,2020-01-14,227.1699981689453,227.1699981689453,229.92999267578125,226.47000122070312,228.3300018310547,349600
24,2020-01-15,228.7100067138672,228.7100067138672,231.2100067138672,228.11000061035156,228.14999389648438,148600
25,2020-01-16,233.7100067138672,233.7100067138672,233.83999633789062,229.85000610351562,230.4499969482422,217300
26,2020-01-17,232.42999267578125,232.42999267578125,233.8800048828125,229.69000244140625,233.8300018310547,266300
27,2020-01-21,231.80999755859375,231.80999755859375,233.3699951171875,230.42999267578125,230.97999572753906,306000
28,2020-01-22,232.50999450683594,232.50999450683594,236.0399932861328,232.49000549316406,232.82000732421875,355600
29,2020-01-23,230.3000030517578,230.3000030517578,232.60000610351562,230.27999877929688,232.08999633789062,237100
30,2020-01-24,227.57000732421875,227.57000732421875,232.50999450683594,226.11000061035156,231.6699981689453,210200
31,2020-01-27,226.83999633789062,226.83999633789062,227.2899932861328,220.02000427246094,221.69000244140625,311500
32,2020-01-28,233.3300018310547,233.3300018310547,234.39999389648438,227.7100067138672,228.5800018310547,185400
33,2020-01-29,233.42999267578125,233.42999267578125,235.80999755859375,233.42999267578125,234.0399932861328,181300
34,2020-01-30,231.9199981689453,231.9199981689453,233.55999755859375,229.36000061035156,231.07000732421875,191100
35,2020-01-31,228.13999938964844,228.13999938964844,231.27999877929688,226.5,231.0,205000
36,2020-02-03,234.25,234.25,235.17999267578125,228.88999938964844,228.88999938964844,223300
37,2020-02-04,238.60000610351562,238.60000610351562,240.4600067138672,234.74000549316406,234.75,198500
38,2020-02-05,232.10000610351562,232.10000610351562,242.08999633789062,230.10000610351562,242.08999633789062,328500
39,2020-02-06,234.77999877929688,234.77999877929688,236.39999389648438,232.67999267578125,233.82000732421875,158000
40,2020-02-07,233.02000427246094,233.02000427246094,234.1699981689453,231.4199981689453,233.4499969482422,127000
41,2020-02-10,235.3300018310547,235.3300018310547,235.52999877929688,232.16000366210938,232.16000366210938,178500
42,2020-02-11,231.47000122070312,231.47000122070312,236.99000549316406,231.27999877929688,236.80999755859375,207400
43,2020-02-12,232.35000610351562,232.35000610351562,233.55999755859375,228.30999755859375,232.57000732421875,394100
44,2020-02-13,232.9499969482422,232.9499969482422,234.67999267578125,231.10000610351562,231.22999572753906,286300
45,2020-02-14,236.75,236.75,236.94000244140625,232.27999877929688,233.75,243900
46,2020-02-18,237.0,237.0,237.44000244140625,233.38999938964844,236.25,458900
47,2020-02-19,240.0,240.0,240.77000427246094,237.0,237.0,325900
48,2020-02-20,238.0500030517578,238.0500030517578,248.27000427246094,235.0,245.0,682800
49,2020-02-21,231.36000061035156,231.36000061035156,237.97000122070312,228.85000610351562,236.74000549316406,384500
50,2020-02-24,226.02999877929688,226.02999877929688,227.5500030517578,218.97000122070312,221.5,411400
51,2020-02-25,216.9600067138672,216.9600067138672,227.5800018310547,215.64999389648438,226.99000549316406,362000
52,2020-02-26,221.88999938964844,221.88999938964844,224.77000427246094,217.14999389648438,217.47000122070312,479700
53,2020-02-27,220.83999633789062,220.83999633789062,225.80999755859375,216.6300048828125,219.33999633789062,536800
54,2020-02-28,223.1999969482422,223.1999969482422,223.3699951171875,212.4600067138672,214.16000366210938,613900
55,2020-03-02,229.8699951171875,229.8699951171875,229.8699951171875,217.99000549316406,224.02000427246094,402200
56,2020-03-03,225.0,225.0,231.99000549316406,221.0500030517578,230.38999938964844,343300
57,2020-03-04,235.9499969482422,235.9499969482422,236.0,226.0399932861328,229.30999755859375,199000
58,2020-03-05,232.44000244140625,232.44000244140625,236.64999389648438,231.36000061035156,231.36000061035156,333000
59,2020-03-06,226.39999389648438,226.39999389648438,227.69000244140625,219.67999267578125,226.38999938964844,683400
60,2020-03-09,206.47000122070312,206.47000122070312,215.3300018310547,204.02999877929688,211.13999938964844,602900
61,2020-03-10,218.32000732421875,218.32000732421875,219.4199981689453,209.05999755859375,211.80999755859375,546800
62,2020-03-11,202.7100067138672,202.7100067138672,216.05999755859375,196.97999572753906,213.33999633789062,500300
63,2020-03-12,163.44000244140625,163.44000244140625,188.75,161.97000122070312,188.75,835500
64,2020-03-13,192.0,192.0,192.36000061035156,173.69000244140625,181.5500030517578,983600
65,2020-03-16,160.1300048828125,160.1300048828125,181.91000366210938,158.25,167.47999572753906,799500
66,2020-03-17,184.0800018310547,184.0800018310547,184.97000122070312,158.3699951171875,163.2100067138672,574400
67,2020-03-18,167.77000427246094,167.77000427246094,176.64999389648438,160.0,173.86000061035156,709900
68,2020-03-19,165.25999450683594,165.25999450683594,168.6300048828125,151.97000122070312,164.97000122070312,343700
69,2020-03-20,168.07000732421875,168.07000732421875,179.0,165.5,169.0,783500
70,2020-03-23,168.00999450683594,168.00999450683594,173.5399932861328,160.57000732421875,164.74000549316406,808200
71,2020-03-24,178.30999755859375,178.30999755859375,185.85000610351562,171.75999450683594,180.0,449200
72,2020-03-25,175.0500030517578,175.0500030517578,184.4199981689453,170.3300018310547,180.27000427246094,341400
73,2020-03-26,185.47000122070312,185.47000122070312,185.47000122070312,173.6699981689453,177.02999877929688,406600
74,2020-03-27,175.22000122070312,175.22000122070312,184.52999877929688,173.92999267578125,179.97000122070312,446600
75,2020-03-30,188.22000122070312,188.22000122070312,189.4499969482422,176.3300018310547,176.5,443500
76,2020-03-31,185.66000366210938,185.66000366210938,195.75,183.24000549316406,186.86000061035156,586500
77,2020-04-01,176.16000366210938,176.16000366210938,182.10000610351562,174.10000610351562,179.10000610351562,251200
78,2020-04-02,172.02000427246094,172.02000427246094,178.22999572753906,167.8000030517578,173.47999572753906,530200
79,2020-04-03,161.57000732421875,161.57000732421875,171.13999938964844,158.8300018310547,170.14999389648438,474300
80,2020-04-06,184.42999267578125,184.42999267578125,185.74000549316406,167.39999389648438,169.85000610351562,511600
81,2020-04-07,184.97999572753906,184.97999572753906,193.99000549316406,183.07000732421875,193.13999938964844,278600
82,2020-04-08,187.86000061035156,187.86000061035156,190.0,183.50999450683594,190.0,260600
83,2020-04-09,192.2899932861328,192.2899932861328,196.88999938964844,188.24000549316406,190.0,380800
84,2020-04-13,197.13999938964844,197.13999938964844,198.0399932861328,187.22999572753906,193.0,436800
85,2020-04-14,200.6199951171875,200.6199951171875,207.69000244140625,199.0500030517578,200.0,463600
86,2020-04-15,206.52999877929688,206.52999877929688,207.94000244140625,193.39999389648438,197.0,548600
87,2020-04-16,199.1300048828125,199.1300048828125,208.44000244140625,198.80999755859375,207.63999938964844,346800
88,2020-04-17,209.94000244140625,209.94000244140625,211.47000122070312,202.44000244140625,205.0399932861328,337500
89,2020-04-20,206.66000366210938,206.66000366210938,211.02999877929688,203.60000610351562,208.3800048828125,238200
90,2020-04-21,193.97999572753906,193.97999572753906,206.94000244140625,193.22000122070312,204.49000549316406,401500
91,2020-04-22,200.80999755859375,200.80999755859375,203.13999938964844,195.85000610351562,199.7899932861328,309100
92,2020-04-23,204.75,204.75,209.55999755859375,203.1199951171875,203.1199951171875,283100
93,2020-04-24,203.02999877929688,203.02999877929688,203.6699981689453,195.38999938964844,200.0500030517578,413800
94,2020-04-27,205.77999877929688,205.77999877929688,206.9499969482422,201.88999938964844,204.00999450683594,338900
95,2020-04-28,208.5500030517578,208.5500030517578,212.7100067138672,207.7899932861328,208.91000366210938,335700
96,2020-04-29,223.42999267578125,223.42999267578125,224.1999969482422,212.35000610351562,212.72000122070312,263800
97,2020-04-30,220.88999938964844,220.88999938964844,226.0500030517578,219.1300048828125,220.7899932861328,370300
98,2020-05-01,216.3300018310547,216.3300018310547,219.3800048828125,213.50999450683594,216.9600067138672,220900
99,2020-05-04,216.2100067138672,216.2100067138672,217.61000061035156,213.1199951171875,214.57000732421875,231500
100,2020-05-05,221.88999938964844,221.88999938964844,225.27000427246094,217.36000061035156,218.39999389648438,310900
101,2020-05-06,222.97000122070312,222.97000122070312,225.8699951171875,220.92999267578125,222.94000244140625,510100
102,2020-05-07,227.00999450683594,227.00999450683594,234.41000366210938,222.5800018310547,224.0,507000
103,2020-05-08,223.3000030517578,223.3000030517578,234.41000366210938,222.00999450683594,227.0500030517578,365900
